Date,Adj Close,Close,High,Low,Open,Volume
2018-01-09,40987.79688,50400,51720,49980,51460,18013600
2018-01-10,39719.12109,48840,50520,48640,50500,18566800
2018-01-11,39231.17578,48240,49260,48020,48200,25123800
2018-01-12,39198.65625,48200,48480,46760,48240,27270450
2018-01-15,39475.16016,48540,48980,47920,48800,10096000
2018-01-16,40662.5,50000,50140,48620,48760,20389650
2018-01-17,40353.46484,49620,50020,49060,50020,11053050
2018-01-18,40581.17969,49900,50640,49820,50020,14848850
2018-01-19,40109.48438,49320,50380,49040,50380,9219950
2018-01-22,39231.17578,48240,48680,47960,48640,12520900
2018-01-23,39979.35938,49160,49160,48300,48660,13532700
2018-01-24,40125.74219,49340,49700,48560,48860,9550500
2018-01-25,40873.94531,50260,50360,49160,49220,11160350
2018-01-26,41296.83984,50780,50780,49840,50500,10350100
2018-01-29,41654.66406,51220,51480,50900,51200,11838800
2018-01-30,40499.85156,49800,50640,49780,50440,12284550
2018-01-31,40581.17969,49900,54140,49600,50020,64681300
2018-02-01,40516.11328,49820,50960,49720,50620,27609450
2018-02-02,38792.01953,47700,49400,47700,49380,29260350
2018-02-05,38970.9375,47920,48320,46000,46500,28357900
2018-02-06,38564.31641,47420,47920,46580,46600,19406450
2018-02-07,37246.85156,45800,48260,45800,48240,23448050
2018-02-08,37409.49219,46000,46620,45980,46120,23251050
2018-02-09,36352.28125,44700,45180,44420,44440,17465000
2018-02-12,37181.78125,45720,46320,45040,45100,15754950
2018-02-13,38661.91406,47540,48060,46200,46200,18923250
2018-02-14,39849.25,49000,49100,47940,48080,18905900
2018-02-19,39345.03125,48380,49800,47860,49800,15353450
2018-02-20,38548.03906,47400,48160,47220,48040,10122600
2018-02-21,38450.45313,47280,47580,46840,47280,12880200
2018-02-22,38027.56641,46760,47260,46760,47260,8869950
2018-02-23,38401.66016,47220,47800,46760,46760,12423300
2018-02-26,38531.77734,47380,47560,47080,47280,9560650
2018-02-27,38531.77734,47380,48380,47380,48360,9830550
2018-02-28,38271.54297,47060,48100,47000,47380,15162350
2018-03-02,37425.75391,46020,46800,46000,46580,13265500
2018-03-05,36758.89063,45200,46160,45080,45820,14100950
2018-03-06,38239.01563,47020,47100,45820,45920,15423350
2018-03-07,39540.21875,48620,48900,47220,48200,21427050
2018-03-08,40011.89063,49200,49480,48080,49200,19463650
2018-03-09,40451.05859,49740,50540,49240,49440,14304400
2018-03-12,40451.05859,49740,50780,49580,50560,8688950
2018-03-13,42012.48828,51660,51660,50360,50760,20098700
2018-03-14,42093.82422,51760,52000,51000,51020,12713250
2018-03-15,41914.89844,51540,52020,51020,52000,8882450
2018-03-16,41589.60547,51140,51420,50240,51220,12184900
2018-03-19,41264.30859,50740,51340,50440,50620,8218850
2018-03-20,41638.39844,51200,51200,50100,50700,8193250
2018-03-21,41524.55859,51060,51780,51060,51780,8905200
2018-03-22,42110.08203,51780,51780,51040,51060,8454100
2018-03-23,40434.79297,49720,50720,49600,50340,14854950
2018-03-26,40890.19922,50280,50280,49040,49420,10057750
2018-03-27,40646.21875,49980,50460,49080,50320,11874000
2018-03-28,39605.28125,48700,49100,48340,49100,15159450
2018-03-29,40173.80469,49040,49560,48320,48700,10067000
2018-03-30,40321.25781,49220,49900,49080,49080,7777100
2018-04-02,39764.20313,48540,49220,48500,49000,7115650
2018-04-03,39420.13281,48120,48140,47280,47880,12768250
2018-04-04,38437.08984,46920,48260,46920,48160,12384200
2018-04-05,39928.04297,48740,49380,47340,47400,13245600
2018-04-06,39649.50391,48400,48580,47400,48000,12532700
2018-04-09,40304.86719,49200,49440,48200,48260,9950400
2018-04-10,40042.72266,48880,49220,48040,48540,10984350
2018-04-11,40026.34375,48860,49900,48600,49900,10051100
2018-04-12,40141.03516,49000,49440,48880,49440,12466250
2018-04-13,40796.39844,49800,50180,49400,49600,10278300
2018-04-16,41238.76172,50340,50600,49860,50320,7877450
2018-04-17,40943.83984,49980,50540,49820,50240,7772000
2018-04-18,42074.35938,51360,51360,50580,51000,13462600
2018-04-19,43237.62891,52780,52980,51540,52000,17190550
2018-04-20,42287.33984,51620,52260,51420,51800,11761000
2018-04-23,42516.73828,51900,52080,51000,51000,11619000
2018-04-24,41337.07813,50460,51860,50080,51840,15770300
2018-04-25,41287.91797,50400,50500,49220,49220,16614600
2018-04-26,42713.32422,52140,52160,50400,50420,18046550
2018-04-27,43417.84766,53000,53640,52440,53380,30310800
2018-04-30,43417.84766,53000,53000,53000,53000,0
2018-05-02,43417.84766,53000,53000,53000,53000,0
2018-05-03,43417.84766,53000,53000,53000,53000,0
2018-05-04,42516.73828,51900,53900,51800,53000,39565391
2018-05-08,43090.16016,52600,53200,51900,52600,23104720
2018-05-09,41697.51953,50900,52800,50900,52600,16128305
2018-05-10,42270.97266,51600,51700,50600,51700,13905263
2018-05-11,42025.20313,51300,52200,51200,52000,10314997
2018-05-14,41042.16016,50100,51100,49900,51000,14909272
2018-05-15,40304.86719,49200,50400,49100,50200,18709146
2018-05-16,40837.35938,49850,50200,49150,49200,15918683
2018-05-17,40468.71484,49400,50500,49400,50300,10365440
2018-05-18,40550.625,49500,49900,49350,49900,6706570
2018-05-21,40960.23828,50000,50200,49100,49650,9020998
2018-05-23,42434.80469,51800,52000,50400,50600,17095490
2018-05-24,42107.12891,51400,52000,51100,52000,8289275
2018-05-25,43172.09375,52700,52800,50800,51000,15207266
2018-05-28,42844.40625,52300,53000,52000,52500,9787820
2018-05-29,42025.20313,51300,52500,51300,52200,8480437
2018-05-30,40550.625,49500,51500,49100,51300,20498098
2018-05-31,41533.67969,50700,50800,49850,50400,63491109
2018-06-01,42025.20313,51300,51700,49950,50500,13038499
2018-06-04,41861.37109,51100,51200,50700,50800,9767171
2018-06-05,42025.20313,51300,51400,50400,51100,9144100
2018-06-07,41451.75781,50600,51800,50500,51800,13590016
2018-06-08,40673.51953,49650,50400,49600,50200,16951706
2018-06-11,40878.32422,49900,50300,49350,49750,10571312
2018-06-12,40468.71484,49400,49800,49250,49700,12110569
2018-06-14,39485.67578,48200,49000,48200,49000,20971729
2018-06-15,39035.10938,47650,48700,47650,48500,17080892
2018-06-18,38174.9375,46600,47650,46200,47600,16661870
2018-06-19,38502.61719,47000,47350,46500,47200,15217971
2018-06-20,38502.61719,47000,47600,46850,47450,12959316
2018-06-21,38543.58984,47050,47900,47050,47900,10015541
2018-06-22,38707.42188,47250,47250,46200,47000,10298006
2018-06-25,38215.90625,46650,47050,46150,47050,10587711
2018-06-26,38502.61719,47000,47300,45900,45900,11223166
2018-06-27,39280.86328,47950,48500,47000,47450,15274752
2018-06-28,38623.93359,46800,47150,46600,46850,12784800
2018-06-29,38500.14063,46650,47150,46200,46250,14099635
2018-07-02,37592.30469,45550,47150,45500,46500,13112253
2018-07-03,38087.48438,46150,46450,45750,45750,10959655
2018-07-04,38170.01172,46250,47050,46050,46700,8776763
2018-07-05,37922.4375,45950,46550,45600,46100,7039773
2018-07-06,37055.86328,44900,45850,44650,45500,17843706
2018-07-09,37633.57813,45600,46100,45200,45500,11602464
2018-07-10,38211.27734,46300,46550,46100,46200,10528665
2018-07-11,37963.68359,46000,46450,45400,46400,11224077
2018-07-12,37551.04297,45500,46250,45450,45900,11828104
2018-07-13,38376.34375,46500,46500,45750,45800,11543389
2018-07-16,38004.96484,46050,46800,46000,46800,7678719
2018-07-17,37839.90625,45850,46200,45600,46150,8892953
2018-07-18,38417.59766,46550,47200,46450,46700,10952645
2018-07-19,38706.46094,46900,47200,46600,47050,9880128
2018-07-20,39160.375,47450,47600,46700,47000,10474547
2018-07-23,38376.34375,46500,47200,46150,47100,10823782
2018-07-24,38087.48438,46150,46600,45950,46350,8261363
2018-07-25,38087.48438,46150,46550,45900,46250,7222471
2018-07-26,38706.46094,46900,47000,46000,46100,7374946
2018-07-27,38706.46094,46900,47000,46450,46450,4762460
2018-07-30,38376.34375,46500,46800,46350,46550,5723035
2018-07-31,38170.01172,46250,46450,46000,46200,8033607
2018-08-01,38417.59766,46550,46850,46050,46050,7484499
2018-08-02,37592.30469,45550,46800,45500,46550,8560924
2018-08-03,37757.37109,45750,45900,45450,45850,8274944
2018-08-06,37798.625,45800,46150,45750,46150,6771979
2018-08-07,38541.40234,46700,46750,45900,46300,9058174
2018-08-08,38623.93359,46800,47000,46550,47000,6429338
2018-08-09,38706.46094,46900,47050,46450,47000,12010886
2018-08-10,37468.51953,45400,46400,44850,46150,16670643
2018-08-13,37179.66016,45050,45100,44650,44950,9803831
2018-08-14,37262.19531,45150,45400,44850,44850,6409259
2018-08-16,36519.41797,44250,44650,43700,43800,10088229
2018-08-17,36395.61719,44100,44400,44050,44050,6808747
2018-08-20,36189.30859,43850,44200,43500,43500,7289124
2018-08-21,36973.32422,44800,44900,43700,43700,9520270
2018-08-22,38046.22656,46100,46200,44900,45150,11641656
2018-08-23,38128.75391,46200,46200,45700,46150,6730918
2018-08-24,38087.48438,46150,46400,45550,45900,6582535
2018-08-27,38211.27734,46300,46550,46000,46100,5263782
2018-08-28,38417.59766,46550,46950,46300,46800,7365976
2018-08-29,38623.93359,46800,46800,46400,46750,5572374
2018-08-30,39325.43359,47650,47950,46700,46950,12193231
2018-08-31,39985.67188,48450,48450,47000,47100,13577454
2018-09-03,39160.375,47450,48300,47300,48200,8595084
2018-09-04,39325.43359,47650,47800,47200,47550,6791255
2018-09-05,38458.87109,46600,47450,46400,47300,9139998
2018-09-06,38046.22656,46100,46400,45800,46200,9040553
2018-09-07,37055.86328,44900,45200,44400,44500,18285508
2018-09-10,37551.04297,45500,45550,45000,45450,9979838
2018-09-11,37179.66016,45050,45900,45050,45550,9865790
2018-09-12,36767,44550,45100,44500,44900,12995269
2018-09-13,36354.37109,44050,44750,44000,44550,18277942
2018-09-14,37839.90625,45850,45850,44900,45000,12446344
2018-09-17,37262.19531,45150,45800,44900,45550,8123384
2018-09-18,37551.04297,45500,45900,44700,44950,9987090
2018-09-19,38087.48438,46150,46200,45700,46000,9367454
2018-09-20,38995.31641,47250,47600,46400,46850,13536966
2018-09-21,39119.11328,47400,47550,46550,46550,14476906
2018-09-27,39496.62109,47500,47500,46450,46950,15804586
2018-09-28,38623.53906,46450,47250,46300,47250,11270515
2018-10-01,38540.37891,46350,46800,45800,46450,6354983
2018-10-02,37999.90625,45700,46700,45700,46450,6607188
2018-10-04,37168.38281,44700,45600,44700,45150,11865327
2018-10-05,37168.38281,44700,45500,44550,44800,10544165
2018-10-08,37376.27344,44950,45200,44200,44200,6759464
2018-10-10,37667.28906,45300,45500,44500,45250,10341349
2018-10-11,35837.96484,43100,44650,43100,44000,19324537
2018-10-12,36586.33203,44000,44650,43200,43200,12640906
2018-10-15,36420.03516,43800,44050,43350,44050,7434522
2018-10-16,36253.73438,43600,44150,43350,43700,6825677
2018-10-17,36711.06641,44150,44500,44000,44150,8306193
2018-10-18,36627.91406,44050,44450,43700,43950,8347725
2018-10-19,36503.17969,43900,44150,43450,43900,7842520
2018-10-22,36212.15625,43550,43950,43200,43450,8357648
2018-10-23,35796.41406,43050,43450,42550,43300,9531231
2018-10-24,35380.65625,42550,43100,42250,43050,13522825
2018-10-25,34091.8125,41000,41550,40550,40600,19338170
2018-10-26,34091.8125,41000,41300,40400,41100,14413864
2018-10-29,34424.41016,41400,41950,40550,40850,14460521
2018-10-30,35214.35156,42350,43000,41000,41400,14205190
2018-10-31,35255.92578,42400,43350,41700,42900,17621480
2018-11-01,35048.04688,42150,42950,42150,42450,13423132
2018-11-02,36711.06641,44150,44250,42800,43050,16517112
2018-11-05,36420.03516,43800,43800,42900,43750,9426777
2018-11-06,36378.46484,43750,43800,42950,43750,7713625
2018-11-07,36586.33203,44000,44500,43400,43600,11553998
2018-11-08,36627.91406,44050,45050,44050,44900,12617397
2018-11-09,36835.79297,44300,44850,43900,44450,7318500
2018-11-12,37584.13672,45200,45250,43700,43850,8552566
2018-11-13,37002.08594,44500,44500,43400,43900,9311126
2018-11-14,36669.47656,44100,44500,43800,44500,6783344
2018-11-15,36794.21094,44250,44350,43500,44050,5864067
2018-11-16,36586.33203,44000,44750,43700,44600,7777124
2018-11-19,36295.31641,43650,44250,43450,44050,7538720
2018-11-20,35588.53125,42800,43000,42100,42450,9420664
2018-11-21,35006.47656,42100,42300,41800,41800,10769589
2018-11-22,35297.49609,42450,42650,42000,42000,5970796
2018-11-23,35255.92578,42400,42600,41900,42450,5192638
2018-11-26,35422.23047,42600,42800,42100,42150,6613009
2018-11-27,35796.41406,43050,43100,42500,42900,8367091
2018-11-28,35879.55859,43150,43200,42750,42800,6943099
2018-11-29,35879.55859,43150,43850,42900,43850,8473511
2018-11-30,34798.58594,41850,44000,41750,43450,19775519
2018-12-03,35962.70703,43250,43400,42400,42750,12110702
2018-12-04,35048.04688,42150,42900,41900,42650,14347746
2018-12-05,34465.99219,41450,41750,40850,40900,12631983
2018-12-06,33676.0625,40500,41100,40450,40600,14251826
2018-12-07,34050.23438,40950,41400,40850,40900,11433083
2018-12-10,33426.60547,40200,40650,40000,40450,14892263
2018-12-11,33468.18359,40250,40700,40200,40600,10638766
2018-12-12,33634.48438,40450,40700,40150,40250,12024279
2018-12-13,33260.29688,40000,40750,40000,40650,26254646
2018-12-14,32387.22656,38950,40200,38700,40200,19671783
2018-12-17,32553.52539,39150,39600,38650,38650,11532968
2018-12-18,32345.64063,38900,39200,38300,38300,11042101
2018-12-19,32511.94727,39100,39350,38850,38900,9942037
2018-12-20,32137.77344,38650,39100,38500,38600,11937617
2018-12-21,32137.77344,38650,38650,38100,38200,14947080
2018-12-24,32262.5,38800,39050,38300,38500,9729530
2018-12-26,31888.32813,38350,38750,38300,38400,12707675
2018-12-27,32101.48438,38250,38800,38100,38700,10510643
2018-12-28,32479.14453,38700,38900,38200,38250,9900267
2019-01-02,32521.11719,38750,39400,38550,39400,7847664
2019-01-03,31555.9668,37600,38550,37450,38300,12471493
2019-01-04,31430.08398,37450,37600,36850,37450,14108958
2019-01-07,32521.11719,38750,38900,37800,38000,12748997
2019-01-08,31975.59766,38100,39200,37950,38000,12756554
2019-01-09,33234.47656,39600,39600,38300,38650,17452708
2019-01-10,33402.32422,39800,40150,39600,40000,14731699
2019-01-11,33989.81641,40500,40550,39950,40350,11661063
2019-01-14,33612.14453,40050,40700,39850,40450,11984996
2019-01-15,34493.37109,41100,41100,39850,40050,11492756
2019-01-16,34787.10156,41450,41450,40700,41150,8491595
2019-01-17,35206.74609,41950,42100,41450,41700,11736903
2019-01-18,35500.47266,42300,42400,41950,42000,11029256
2019-01-21,35878.14453,42750,42750,41900,42700,11355701
2019-01-22,35374.58203,42150,42850,41850,42750,9964356
2019-01-23,35248.6875,42000,42250,41350,41350,11071079
2019-01-24,36129.91797,43050,43100,42350,43050,14747623
2019-01-25,37556.64844,44750,44750,43750,44300,22789395
2019-01-28,37808.42188,45050,45500,44600,45000,17998914
2019-01-29,38186.09375,45500,45500,44350,45050,16215017
2019-01-30,38941.42578,46400,46400,44800,44800,17505980
2019-01-31,38731.59766,46150,47050,46150,46650,21621145
2019-02-01,38899.45703,46350,46950,46250,46650,13832454
2019-02-07,38773.56641,46200,47100,46200,46800,15872001
2019-02-08,37598.60156,44800,45700,44650,45700,12689196
2019-02-11,37766.46094,45000,45000,44250,44500,11125044
2019-02-12,38647.67578,46050,46250,44650,44650,13184367
2019-02-13,38773.56641,46200,46700,46000,46400,11299738
2019-02-14,39864.61328,47500,47500,46150,46600,17259341
2019-02-15,38647.67578,46050,46850,45650,46750,10554643
2019-02-18,38773.56641,46200,46850,45850,46500,8183728
2019-02-19,38563.75781,45950,46150,45450,45850,6741395
2019-02-20,39361.05078,46900,47100,46500,46750,11506720
2019-02-21,39403.00781,46950,47200,46200,46500,8694009
2019-02-22,39570.85547,47150,47150,46450,46500,6895772
2019-02-25,39738.70703,47350,47550,47050,47400,7484716
2019-02-26,39235.15234,46750,47450,46500,47350,7985547
2019-02-27,39235.15234,46750,47250,46750,47000,8045211
2019-02-28,37850.38281,45100,46500,45100,46400,23569321
2019-03-04,37640.57031,44850,46100,44800,46000,12926539
2019-03-05,37137.01953,44250,45100,44150,44600,10612405
2019-03-06,36927.19141,44000,44300,43700,44000,10202544
2019-03-07,37304.87109,44450,44950,43400,43400,11049749
2019-03-08,36759.34766,43800,44800,43800,44450,7729069
2019-03-11,36633.46484,43650,44450,43650,44400,10717408
2019-03-12,37472.71875,44650,44950,44150,44300,11431977
2019-03-13,36801.3125,43850,44450,43700,44250,8108343
2019-03-14,36801.3125,43850,44300,43550,43700,18039161
2019-03-15,37095.05859,44200,44250,43700,43800,16814163
2019-03-18,36675.42969,43700,44150,43450,43950,8188876
2019-03-19,36843.26953,43900,43900,43550,43750,7609563
2019-03-20,36969.17188,44050,44200,43100,43800,9846242
2019-03-21,38479.82813,45850,46250,44050,44600,21138016
2019-03-22,39067.30078,46550,47000,46250,46850,12535911
2019-03-25,38186.09375,45500,45650,44800,45300,8699728
2019-03-26,37976.26953,45250,45700,44900,45500,9729811
2019-03-27,38060.18359,45350,45600,44250,44750,9568081
2019-03-28,37936.69922,44850,45200,44300,44950,6821306
2019-03-29,37767.53516,44650,44900,44200,44500,11491713
2019-04-01,38105.87109,45050,45450,44850,45200,7362129
2019-04-02,38697.96484,45750,46100,45350,45550,9480688
2019-04-03,39416.95313,46600,46750,45800,46750,12436570
2019-04-04,39713.00781,46950,47100,46150,46150,12650168
2019-04-05,39628.41406,46850,47550,46600,46950,8546339
2019-04-08,39459.24609,46650,47250,46150,47250,8507909
2019-04-09,39459.24609,46650,46950,46200,46700,6878761
2019-04-10,39501.53125,46700,46700,46050,46400,11883995
2019-04-11,39120.89844,46250,46800,46150,46700,13697399
2019-04-12,39628.41406,46850,46900,46000,46050,7668936
2019-04-15,39797.58203,47050,47500,47000,47150,8733019
2019-04-16,39966.75391,47250,47400,46800,47400,7730881
2019-04-17,39797.58203,47050,47600,47000,47300,5513658
2019-04-18,38571.09375,45600,47250,45500,47200,12808747
2019-04-19,38317.33984,45300,46000,45250,45750,8479710
2019-04-22,38359.63672,45350,45900,45100,45400,6006957
2019-04-23,38232.75391,45200,45500,45000,45050,6920566
2019-04-24,37852.12109,44750,45650,44150,45400,13299267
2019-04-25,37767.53516,44650,45000,44100,44250,10868965
2019-04-26,37936.69922,44850,45000,43800,44200,9739982
2019-04-29,39036.31641,46150,46150,45100,45150,8777517
2019-04-30,38782.5625,45850,46300,45350,46000,11121273
2019-05-02,38824.85156,45900,46150,45400,45500,8625126
2019-05-03,38317.33984,45300,46050,45300,45900,6562916
2019-05-07,37936.69922,44850,45300,44400,45250,12014907
2019-05-08,37429.1875,44250,44850,44200,44300,10398754
2019-05-09,35906.64063,42450,44250,42450,43900,23029718
2019-05-10,36287.27344,42900,43450,42450,42600,14579512
2019-05-13,36075.82031,42650,43200,42350,42500,7635079
2019-05-14,36075.82031,42650,43100,41300,41300,11563730
2019-05-15,35991.23047,42550,43050,42550,42700,7670185
2019-05-16,35145.375,41550,42400,41350,42350,13687828
2019-05-17,34849.32422,41200,42050,40850,41950,13357951
2019-05-20,35526,42000,42100,41550,41650,15752397
2019-05-21,36498.74609,43150,43950,42350,42600,18812133
2019-05-22,36794.79688,43500,43800,42400,43700,11033339
2019-05-23,37090.85156,43850,44000,43250,43900,12259006
2019-05-24,36118.10938,42700,43800,42400,43800,13966305
2019-05-27,36075.82031,42650,43000,42350,42500,8066669
2019-05-28,35991.23047,42550,42950,42150,42550,24506881
2019-05-29,35356.83203,41800,42100,41300,41850,14930618
2019-05-30,35991.23047,42550,42700,42150,42200,11766018
2019-05-31,35948.93359,42500,42800,42150,42600,11365999
2019-06-03,37048.53516,43800,43900,42500,42950,15466580
2019-06-04,36752.50391,43450,43700,43000,43400,9913497
2019-06-05,37133.12891,43900,44200,43700,44050,12464135
2019-06-07,37386.89844,44200,44350,43450,43600,11683682
2019-06-10,37894.40625,44800,44850,44050,44300,8792182
2019-06-11,37936.69922,44850,45000,44550,44800,6664872
2019-06-12,37725.23828,44600,45050,44300,44800,8607439
2019-06-13,37006.25781,43750,44400,43400,44200,16906541
2019-06-14,37217.71875,44000,44150,43300,43750,9322873
2019-06-17,37133.12891,43900,44050,43400,43750,11890424
2019-06-18,37513.77344,44350,44500,43650,43750,7994928
2019-06-19,38359.63672,45350,45450,45000,45450,10417690
2019-06-20,38486.51172,45500,45500,44850,44850,7147785
2019-06-21,38655.67969,45700,45800,45200,45750,9454913
2019-06-24,38486.51172,45500,45800,45200,45200,6085066
2019-06-25,38571.09375,45600,45800,45200,45200,7076774
2019-06-26,38655.67969,45700,46000,45600,45800,9226097
2019-06-27,39639.41797,46500,46600,45750,46000,12603534
2019-06-28,40065.64844,47000,47000,46700,47000,12949231
2019-07-01,39724.66016,46600,47400,46250,47350,11383522
2019-07-02,39426.30859,46250,46900,45850,46200,8463073
2019-07-03,38701.71484,45400,46350,45200,45750,9669368
2019-07-04,39213.19141,46000,46200,45250,45250,6365573
2019-07-05,38914.82813,45650,45950,45250,45950,7235395
2019-07-08,37849.25391,44400,44800,44350,44750,7823843
2019-07-09,38445.97266,45100,45450,44700,44850,7646421
2019-07-10,38829.57813,45550,46150,45500,45550,9253930
2019-07-11,39383.67969,46200,46550,46150,46350,10989751
2019-07-12,39468.92578,46300,46400,45800,46350,5245804
2019-07-15,39596.79297,46450,46650,45750,45950,4717226
2019-07-16,39937.78516,46850,46850,46300,46450,7407824
2019-07-17,39255.81641,46050,46350,45950,46150,5216602
2019-07-18,39298.4375,46100,46450,45650,46450,5143554
2019-07-19,39895.15625,46800,46950,46600,46650,8819393
2019-07-22,40236.13281,47200,47300,46600,46800,9009109
2019-07-23,40321.38281,47300,47550,47050,47350,9061381
2019-07-24,39554.17969,46400,47150,46250,47100,8756522
2019-07-25,40236.13281,47200,47200,46600,47150,8408838
2019-07-26,40193.50781,47150,47150,46550,46650,7873886
2019-07-29,39298.4375,46100,47050,46000,46800,6856846
2019-07-30,39682.03125,46550,46850,46300,46300,5551014
2019-07-31,38659.08984,45350,46600,45000,46200,12872916
2019-08-01,38531.21875,45200,45500,44850,44900,7811181
2019-08-02,38318.10547,44950,45500,44300,44550,12151374
2019-08-05,37465.64844,43950,44600,43600,44350,14214086
2019-08-06,37082.03906,43500,43800,42500,42500,15083824
2019-08-07,36826.30469,43200,43900,43100,43600,10002533
2019-08-08,36357.44531,42650,43500,42650,43250,16926881
2019-08-09,36783.66797,43150,43350,43050,43250,9685147
2019-08-12,37252.52734,43700,44000,43550,44000,8466169
2019-08-13,36655.80859,43000,43500,42950,43500,7276979
2019-08-14,37252.52734,43700,44250,43500,43900,8750135
2019-08-16,37423.02344,43900,43900,43300,43800,9528115
2019-08-19,37167.28516,43600,44350,43500,44350,6014218
2019-08-20,37891.87891,44450,44600,43550,43950,8434205
2019-08-21,37934.50391,44500,44800,44150,44350,6571717
2019-08-22,37550.89063,44050,44700,43850,44500,8061177
2019-08-23,37465.64844,43950,44200,43650,43800,5017381
2019-08-26,37167.28516,43600,43800,42950,43050,7954949
2019-08-27,37550.89063,44050,44200,43600,43650,16883932
2019-08-28,37636.13672,44150,44400,43750,44100,5758333
2019-08-29,36996.78906,43400,44200,43050,44200,10768862
2019-08-30,37508.27344,44000,44300,43750,43750,9899073
2019-09-02,37337.78906,43800,44850,43650,44850,7185537
2019-09-03,36868.92578,43250,43650,43100,43550,9774941
2019-09-04,37593.51563,44100,44100,43150,43250,12441837
2019-09-05,38957.44922,45700,46100,44450,44800,18297430
2019-09-06,39468.92578,46300,46500,45850,46500,9896562
2019-09-09,39980.40234,46900,47000,46300,46450,9434157
2019-09-10,40065.64844,47000,47200,46550,47100,9231792
2019-09-11,40193.50781,47150,47400,46800,47300,16141619
2019-09-16,40150.89063,47100,47100,46400,47000,15550926
2019-09-17,39980.40234,46900,47100,46800,47000,7006280
2019-09-18,40662.37109,47700,47700,46800,46900,10413027
2019-09-19,41898.43359,49150,49200,47850,48050,16461413
2019-09-20,41941.05859,49200,49600,49100,49400,15460210
2019-09-23,42026.3125,49300,49300,49000,49250,7568553
2019-09-24,42196.79688,49500,49650,48850,49050,7871955
2019-09-25,41685.32422,48900,49350,48800,49200,9187141
2019-09-26,41941.05859,49200,49250,48900,49000,8494756
2019-09-27,41558.11328,48400,48700,48000,48000,8048041
2019-09-30,42116.22656,49050,49250,47900,48050,9497119
2019-10-01,41944.49609,48850,49100,48650,48900,6206035
2019-10-02,40871.20313,47600,48400,47600,48350,8382463
2019-10-04,41214.65625,48000,48650,47350,47400,9331695
2019-10-07,40999.99609,47750,48700,47650,48350,7047273
2019-10-08,41987.43359,48900,49000,47600,47900,14239367
2019-10-10,41686.90625,48550,49200,48000,48200,18639855
2019-10-11,42202.08594,49150,49450,48800,49000,7783275
2019-10-14,42931.93359,50000,50300,49850,50000,11130635
2019-10-15,43017.80859,50100,50200,49900,49900,6058105
2019-10-16,43532.97266,50700,50900,50400,50700,9136282
2019-10-17,43361.24609,50500,50600,50100,50500,6701380
2019-10-18,42846.06641,49900,50900,49650,50300,8483106
2019-10-21,43189.51953,50300,50400,49800,49900,4406531
2019-10-22,43962.30078,51200,51500,50700,50800,10898729
2019-10-23,43962.30078,51200,51500,50800,51300,8663880
2019-10-24,43532.97266,50700,52500,50500,52500,21185785
2019-10-25,43704.70703,50900,51200,50500,50800,7879897
2019-10-28,44048.15625,51300,51500,50700,50700,6431522
2019-10-29,43876.43359,51100,51700,50800,51400,7581629
2019-10-30,43275.39063,50400,50800,50200,50700,8959435
2019-10-31,43275.39063,50400,51400,50300,51000,10304777
2019-11-01,43962.30078,51200,51200,50400,50600,8467846
2019-11-04,44906.80078,52300,52300,51400,51700,13012411
2019-11-05,45250.25391,52700,52700,52100,52400,10581034
2019-11-06,45765.4375,53300,53500,52700,52900,14361133
2019-11-07,45421.97656,52900,53400,52400,53400,9257116
2019-11-08,44735.08203,52100,53300,52000,53200,11603290
2019-11-11,44305.75781,51600,52200,51400,52200,8185952
2019-11-12,45164.39453,52600,52600,51600,51800,6576148
2019-11-13,45078.53125,52500,52500,52000,52500,6225196
2019-11-14,45336.12109,52800,52800,51900,51900,12010018
2019-11-15,46108.89063,53700,53700,52600,52900,9703360
2019-11-18,45937.16406,53500,53800,53200,53600,7746554
2019-11-19,45937.16406,53500,53500,52700,53200,8907177
2019-11-20,44649.20703,52000,53400,52000,53400,12560070
2019-11-21,43790.56641,51000,52100,50600,51600,14298646
2019-11-22,44305.75781,51600,51600,50900,51000,8478310
2019-11-25,44477.48047,51800,52600,51700,52200,9050625
2019-11-26,44477.48047,51800,52900,51800,51900,27372226
2019-11-27,44820.94141,52200,52300,51600,51800,7546261
2019-11-28,44048.15625,51300,52100,51300,51900,6833885
2019-11-29,43189.51953,50300,51400,50200,51200,11179334
2019-12-02,43275.39063,50400,51300,50400,50900,18877252
2019-12-03,42846.06641,49900,50300,49500,49800,12059812
2019-12-04,42459.68359,49450,49850,49000,49600,13246549
2019-12-05,42502.60547,49500,50400,49500,50200,10449715
2019-12-06,43275.39063,50400,50900,49950,50100,11414563
2019-12-09,43962.30078,51200,51400,50700,50900,8470627
2019-12-10,44219.89453,51500,51600,50700,51000,6882771
2019-12-11,44563.34375,51900,52200,51400,51500,11379521
2019-12-12,45765.4375,53300,53300,52700,53000,29178697
2019-12-13,46967.52344,54700,54800,53900,54500,18120261
2019-12-16,46967.52344,54700,54900,54300,54500,11512405
2019-12-17,48684.81641,56700,56700,55400,55800,19358433
2019-12-18,48341.36719,56300,57200,56000,56700,15558208
2019-12-19,48083.76953,56000,57300,55500,57000,14180520
2019-12-20,48083.76953,56000,56500,55600,56100,12095519
2019-12-23,47654.44922,55500,56400,55100,56100,9839252
2019-12-24,47225.12109,55000,55700,54800,55600,11868463
